MEMID,HV106
212005002,"No education, preschool"
212005003,"No education, preschool"
212005004,"No education, preschool"
212006001,"No education, preschool"
212006002,"No education, preschool"
212006003,Primary
212006004,Primary
212007001,Primary
212007002,"No education, preschool"
212007003,Primary
212007004,Primary
212007005,Primary
212007006,Primary
212007007,Primary
212007008,"No education, preschool"
212008001,Primary
212008002,"No education, preschool"
212008003,Primary
212008004,Primary
212008005,"No education, preschool"
212008006,"No education, preschool"
212009001,Primary
212009002,Primary
212009003,Primary
212009004,Primary
212010001,Primary
212010002,Primary
212010003,Primary
212010004,Primary
212011001,Secondary
212011002,Primary
212011003,Secondary
212012001,Primary
212012002,Primary
212012003,Secondary
212012004,Secondary
212012005,Primary
212012006,Primary
212012007,Primary
212013001,Primary
212013002,Primary
212013003,Primary
212013004,Secondary
212014001,Primary
212014002,"No education, preschool"
212014003,Secondary
212014004,Primary
212014005,Primary
212014006,Primary
212015001,Primary
212015002,Primary
212015003,Primary
212015004,Secondary
212016001,Primary
212016002,Primary
212016003,"No education, preschool"
212017001,Primary
212017002,Primary
212017003,Primary
212018001,Primary
212018002,Primary
212018003,Primary
212018004,"No education, preschool"
212018005,Primary
212018006,Primary
212018007,"No education, preschool"
212019001,Primary
212019002,Primary
212019003,Primary
212019004,Secondary
212020001,Secondary
212020002,Secondary
212020003,"No education, preschool"
212021001,Primary
212021002,Primary
212021003,Primary
212021004,Primary
212021005,"No education, preschool"
212022001,Primary
212022002,Primary
212023001,"No education, preschool"
212023002,Primary
212023003,Primary
212023004,Primary
212023005,"No education, preschool"
212023006,"No education, preschool"
212024001,Primary
212024002,Primary
212024003,Primary
212025001,"No education, preschool"
212025002,Primary
212025003,Primary
212025004,Primary
212025005,Primary
212026001,"No education, preschool"
212026002,Primary
212026003,"No education, preschool"
212026004,"No education, preschool"
212027001,Primary
212027002,Primary
212027003,Primary
212027004,Primary
212027005,Primary
212027006,Primary
212028001,Primary
212028002,"No education, preschool"
212028003,"No education, preschool"
212028004,"No education, preschool"
212028005,"No education, preschool"
212028006,"No education, preschool"
212028007,"No education, preschool"
212028008,"No education, preschool"
212028009,"No education, preschool"
213001001,Primary
213001002,Secondary
213001003,Primary
213002001,"No education, preschool"
213002002,Primary
213002003,Secondary
213002004,Secondary
213002005,Secondary
213003001,Primary
213003002,Primary
213003003,Primary
213003004,"No education, preschool"
213004001,Secondary
213004002,Primary
213005001,Primary
213005002,Primary
213005003,Primary
213005004,"No education, preschool"
213006001,Primary
213006002,Primary
213006003,Primary
213006004,Secondary
213006005,Secondary
213006006,Primary
213007001,Primary
213007002,Primary
213007003,Primary
213007004,Primary
213007005,Primary
213007006,Primary
213007007,"No education, preschool"
213008001,Primary
213008002,Primary
213008003,Primary
213008004,"No education, preschool"
213008005,Primary
213009001,Primary
213009002,"No education, preschool"
213009003,Primary
213009004,Secondary
213009005,"No education, preschool"
213010001,Primary
213010002,"No education, preschool"
213010003,"No education, preschool"
213011001,Secondary
213011002,Primary
213011003,Secondary
213012001,Primary
213012002,Primary
213012003,Secondary
213012004,Primary
213012005,Primary
213013001,"No education, preschool"
213013002,"No education, preschool"
213013003,Primary
213013004,Primary
213013005,Secondary
213013006,Primary
213013007,"No education, preschool"
213014001,Secondary
213014002,Secondary
213014003,"No education, preschool"
213014004,Primary
213014005,Secondary
213014006,"No education, preschool"
213015001,"No education, preschool"
213015002,Primary
213015003,Secondary
213015004,Secondary
213015005,Secondary
213015006,Primary
213015007,"No education, preschool"
213016001,Primary
213016002,Primary
213016003,"No education, preschool"
213017001,Primary
213017002,Primary
213017003,Secondary
213017004,Primary
213018001,Primary
213018002,Primary
213018003,Primary
213018004,Secondary
213018005,"No education, preschool"
213018006,"No education, preschool"
213019001,Secondary
213019002,Primary
213019003,Secondary
213019004,Primary
213019005,Secondary
213019006,Primary
213021001,Primary
213021002,"No education, preschool"
213021003,Primary
213021004,Primary
213021005,Secondary
213021006,"No education, preschool"
213022001,"No education, preschool"
213022002,Primary
213022003,Primary
213022004,Primary
213022005,Primary
213022006,"No education, preschool"
213023001,Primary
213023002,Primary
213023003,Secondary
213023004,Primary
213023005,"No education, preschool"
213024001,Primary
213024002,Primary
213024003,Secondary
213024004,Secondary
213024005,Primary
213024006,"No education, preschool"
213025001,Primary
213025002,Primary
213025003,"No education, preschool"
213025004,"No education, preschool"
213026001,Primary
213026002,Secondary
213026003,"No education, preschool"
213027001,Primary
213027002,Primary
213027003,Secondary
213027004,Secondary
213027005,Primary
213028001,Primary
213028002,Primary
214001001,Primary
214001002,Primary
214001003,"No education, preschool"
214002001,Primary
214002002,Secondary
214002003,"No education, preschool"
214003001,Secondary
214003002,Secondary
214003003,Primary
214003004,"No education, preschool"
214004001,Primary
214004002,Primary
214004003,Secondary
214005001,Primary
214005002,Primary
214005003,"No education, preschool"
214007001,Primary
214007002,Secondary
214007003,Secondary
214007004,Secondary
214007005,Primary
214007006,Primary
214007007,Primary
214007008,Secondary
214008001,Secondary
214008002,Secondary
214008003,Secondary
214008004,Secondary
214008005,Secondary
214008006,Primary
214008007,"No education, preschool"
214009001,"No education, preschool"
214009002,Primary
214009003,Primary
214009004,Primary
214009005,Primary
214009006,"No education, preschool"
214009007,"No education, preschool"
214009008,"No education, preschool"
214009009,Primary
214009010,Primary
214009011,Primary
214009012,"No education, preschool"
214010001,Primary
214010002,Primary
214010003,Primary
214010004,Primary
214010005,"No education, preschool"
214010006,"No education, preschool"
214010007,Primary
214010008,Secondary
214011001,Primary
214011002,Primary
214011003,"No education, preschool"
214012001,Primary
214012002,Primary
214012003,Secondary
214012004,Secondary
214012005,Primary
214012006,"No education, preschool"
214013001,Primary
214013002,Secondary
214014001,Secondary
214014002,Primary
214014003,Primary
214014004,"No education, preschool"
214014005,Secondary
214015001,Secondary
214015002,Primary
214015003,Secondary
214015004,"No education, preschool"
214016001,Secondary
214016002,Secondary
214016003,Secondary
214016004,Primary
214016005,Primary
214016006,"No education, preschool"
214018001,Primary
214018002,Primary
214018003,Secondary
214018004,Secondary
214018005,Secondary
214018006,"No education, preschool"
214019001,"No education, preschool"
214019002,Primary
214020001,"No education, preschool"
214020002,Primary
214021001,Secondary
214021002,Primary
214021003,Primary
214022001,Secondary
214022002,Secondary
214022003,Secondary
214022004,Secondary
214022005,Primary
214023001,Primary
214023002,Primary
214023003,Secondary
214023004,Secondary
214023005,Primary
214023006,Primary
214024001,Secondary
214024002,Primary
214025001,Secondary
214025002,Primary
214025003,Secondary
214025004,Primary
214025005,"No education, preschool"
214026001,Primary
214026002,Primary
214026003,Primary
214026004,Primary
214026005,Primary
214026006,Primary
214026007,"No education, preschool"
214027001,Primary
214027002,Primary
214027003,Secondary
214027004,Secondary
214027005,"No education, preschool"
214027006,Primary
214027007,"No education, preschool"
214028001,"No education, preschool"
214028002,"No education, preschool"
214028003,Secondary
214028004,Secondary
214028005,Primary
215001001,Primary
215001002,Primary
215001003,"No education, preschool"
215001004,"No education, preschool"
215002001,"No education, preschool"
215002002,Secondary
215003001,Primary
215003002,"No education, preschool"
215003003,Primary
215003004,Primary
215003005,Primary
215003006,Primary
215003007,"No education, preschool"
215003008,"No education, preschool"
215003009,"No education, preschool"
215004001,Primary
215004002,"No education, preschool"
215004003,"No education, preschool"
215004004,Secondary
215004005,Primary
215004006,"No education, preschool"
215005001,"No education, preschool"
215005002,"No education, preschool"
215005003,Primary
215005004,Primary
215005005,Primary
215005006,Primary
215005007,"No education, preschool"
215005008,"No education, preschool"
215005009,"No education, preschool"
215006001,"No education, preschool"
215006002,"No education, preschool"
215006003,Primary
215006004,Primary
215006005,Secondary
215007001,"No education, preschool"
215007002,"No education, preschool"
215007003,Primary
215007004,Primary
215007005,Primary
215007006,"No education, preschool"
215007007,Primary
215007008,Primary
215008001,Primary
215008002,Primary
215008003,Primary
215008004,Primary
215008005,Primary
215008006,Primary
215008007,"No education, preschool"
215009001,"No education, preschool"
215009002,Primary
215009003,"No education, preschool"
215010001,"No education, preschool"
215010002,Primary
215010003,"No education, preschool"
215010004,Primary
215010005,Primary
215011001,"No education, preschool"
215011002,"No education, preschool"
215011003,"No education, preschool"
215012001,Primary
215012002,"No education, preschool"
215012003,Primary
215012004,Primary
215012005,"No education, preschool"
215012006,"No education, preschool"
215012007,"No education, preschool"
215013001,Primary
215013002,Primary
215013003,Primary
215013004,Primary
215013005,Primary
215013006,Primary
215013007,"No education, preschool"
215014001,Primary
215014002,"No education, preschool"
215014003,Primary
215014004,"No education, preschool"
215015001,Primary
215015002,"No education, preschool"
215015003,Primary
215015004,Primary
215015005,"No education, preschool"
215016001,"No education, preschool"
215016002,"No education, preschool"
215016003,"No education, preschool"
215016004,"No education, preschool"
215016005,"No education, preschool"
215016006,"No education, preschool"
215017001,"No education, preschool"
215017002,"No education, preschool"
215017003,Primary
215017004,"No education, preschool"
215018001,"No education, preschool"
215018002,"No education, preschool"
215018003,Primary
215018004,Primary
215018005,"No education, preschool"
215018006,Primary
215018007,"No education, preschool"
215019001,Primary
215019002,Primary
215019003,Primary
215019004,Primary
215019005,Primary
215019006,Primary
215019007,"No education, preschool"
215019008,Primary
215020001,Primary
